position,week,median_mae,median_rmse,median_mape,median_correlation,expected_mae,expected_rmse,expected_mape,expected_correlation,p75_mae,p75_rmse,directional_accuracy,coverage_median_to_p75
RB,5,30.14,37.83335565344422,86.79543496688952,0.13429985200745362,35.42,41.52276965714113,115.0543559516635,0.1098989168247504,45.623999999999995,51.61852380686608,52.0,16.0
RB,6,34.73333333333333,42.33283792361039,83.23516469493134,0.28553803050771726,41.9125,49.29796733470188,144.31233741797695,0.2097655203917478,50.541666666666664,59.606270643280475,58.333333333333336,16.666666666666664
RB,Combined,32.38979591836735,40.10031553644496,85.0516291193998,0.22583923622829988,38.599999999999994,45.497355832565724,129.3847958535313,0.17363307827184296,48.03265306122449,55.674267679356625,53.06122448979592,16.3265306122449
WR,5,35.58181818181818,42.8555077610165,70.18619367906619,0.08336987327511168,34.74090909090909,39.49879745004903,83.25406774519865,0.1300903330510359,39.272727272727266,43.767972931647805,45.45454545454545,13.636363636363635
WR,6,50.57727272727273,60.325899006223615,136.1153654418199,-0.11147316926030576,53.67272727272727,62.62013181949484,161.88805380191545,-0.1357249852159737,61.1,70.88975435651666,45.45454545454545,13.636363636363635
WR,Combined,43.079545454545446,52.32498751248602,103.15077956044303,-0.04690771367041094,44.20681818181818,52.351866772307694,122.57106077355706,-0.056630073741095785,50.18636363636363,58.91091888297418,45.45454545454545,13.636363636363635
